shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
4360095,44.876313,-93.163707,260009
4360095,44.879337,-93.163025,260010
4360095,44.880211,-93.163042,260011
4360095,44.880885,-93.163311,260012
4360095,44.881388,-93.163687,260013
4360095,44.881982,-93.164415,260014
4360095,44.882338,-93.165118,260015
4360095,44.882610,-93.166025,260016
4360095,44.883047,-93.169060,260017
4360095,44.883235,-93.169919,260018
4360095,44.883440,-93.170493,260019
4360095,44.884173,-93.171855,260020
4360095,44.888317,-93.179282,260021
4360095,44.890227,-93.182691,260022
4360095,44.890945,-93.183925,260023
4360095,44.891647,-93.185145,260024
4360095,44.891787,-93.185447,260025
4360095,44.891885,-93.185692,260026
4360095,44.891923,-93.185795,260027
4360095,44.892044,-93.186246,260028
4360095,44.892106,-93.186540,260029
4360095,44.892146,-93.186803,260030
4360095,44.892231,-93.187368,260031
4360095,44.892357,-93.188160,260032
4360095,44.892433,-93.188502,260033
4360095,44.892537,-93.188838,260034
4360095,44.892646,-93.189144,260035
4360095,44.892744,-93.189372,260036
4360095,44.892881,-93.189643,260037
4360095,44.893000,-93.189842,260038
4360095,44.893559,-93.190695,260039
4360095,44.893817,-93.191112,260040
4360095,44.893958,-93.191357,260041
4360095,44.894077,-93.191572,260042
4360095,44.894207,-93.191814,260043
4360095,44.894634,-93.192677,260044
4360095,44.894899,-93.193223,260045
4360095,44.895184,-93.193667,260046
4360095,44.896279,-93.195660,260047
4360095,44.896600,-93.196180,260048
4360095,44.897580,-93.197435,260049
4360095,44.897710,-93.197571,260050
4360095,44.897809,-93.197667,260051
4360095,44.897926,-93.197761,260052
4360095,44.898061,-93.197857,260053
4360095,44.898204,-93.197936,260054
4360095,44.898653,-93.198143,260055
4360095,44.900413,-93.198705,260056
4360095,44.900688,-93.198772,260057
4360095,44.900962,-93.198806,260058
4360095,44.901187,-93.198827,260059
4360095,44.901538,-93.198820,260060
4360095,44.901926,-93.198811,260061
4360095,44.902340,-93.198836,260062
4360095,44.902443,-93.198822,260063
4360095,44.902749,-93.198815,260064
4360095,44.902929,-93.198801,260065
4360095,44.903316,-93.198806,260066
4360095,44.903595,-93.198812,260067
4360095,44.903978,-93.198844,260068
4360095,44.904325,-93.198890,260069
4360095,44.904595,-93.198936,260070
4360095,44.905166,-93.199068,260071
4360095,44.905395,-93.199161,260072
4360095,44.905575,-93.199241,260073
4360095,44.905975,-93.199474,260074
4360095,44.906133,-93.199595,260075
4360095,44.906335,-93.199761,260076
4360095,44.906515,-93.199948,260077
4360095,44.906712,-93.200169,260078
4360095,44.906861,-93.200370,260079
4360095,44.907009,-93.200590,260080
4360095,44.907143,-93.200830,260081
4360095,44.907264,-93.201072,260082
4360095,44.907385,-93.201366,260083
4360095,44.907529,-93.201748,260084
4360095,44.908089,-93.203293,260085
4360095,44.908223,-93.203648,260086
4360095,44.908335,-93.203929,260087
4360095,44.908505,-93.204324,260088
4360095,44.908739,-93.204793,260089
4360095,44.908891,-93.205080,260090
4360095,44.909102,-93.205455,260091
4360095,44.909203,-93.205626,260092
4360095,44.909268,-93.205738,260093
4360095,44.909340,-93.205837,260094
4360095,44.909506,-93.206125,260095
4360095,44.909636,-93.206340,260096
4360095,44.909789,-93.206558,260097
4360095,44.909941,-93.206742,260098
4360095,44.910094,-93.206937,260099
